Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Cluster,PC1,PC2
Japan,2014,1945.41,30288.46,37.7,14.82,53.4,14.95,787.9,0.25,1,-0.6566758646670746,0.517184224738527
India,2015,5649.04,2072.11,33.41,70.7,53.29,37.3,599.97,0.13,0,0.40030821118256055,-1.3741780515042752
India,2018,8675.27,31839.39,78.56,39.94,51.39,32.99,3290.61,0.29,2,0.13775754759718256,-0.1276115597161358
China,2005,8839.78,47594.15,45.6,41.86,32.17,23.51,1293.34,0.39,1,0.1272779472985201,1.724424207287004
UK,2022,792.45,4418.77,89.7,18.93,40.88,24.38,2249.74,0.11,2,-1.1562607999914174,-2.1697818828398514
India,2000,4249.14,29331.58,67.65,12.34,31.99,30.58,3661.79,0.2,2,-0.27400812310491535,-0.5400740133051692
India,2011,5871.76,45816.19,77.33,32.16,33.72,24.23,2697.47,0.14,2,-1.0206623748322325,-0.3478134178663576
Brazil,2017,1555.99,979.91,13.39,22.24,32.05,11.92,118.06,0.34,1,0.5244788959829013,0.29973392517832065
Brazil,2015,7677.78,31730.19,26.51,43.83,31.37,32.16,1563.92,0.11,0,0.5632327573917585,-0.2686627461849754
China,2011,7467.93,24007.66,16.51,20.31,47.74,11.73,370.2,0.4,1,1.2350343791490725,1.4757276503601575
UK,2019,9043.08,17675.97,44.41,19.65,46.01,24.58,4634.27,0.14,2,1.709627404594627,-1.1396352538388383
Australia,2012,184.01,31563.06,66.05,71.39,28.17,35.85,3983.51,0.08,2,-1.9363892245092515,-1.4181528631718487
Brazil,2007,2245.17,3108.75,19.37,74.49,47.66,13.52,4920.02,0.46,1,0.7748665377873588,0.19509641768357583
Australia,2021,8289.15,37776.62,16.06,77.5,31.64,31.2,4431.29,0.2,0,0.8981967329088903,0.1359138448722324
USA,2000,6738.74,721.73,57.24,57.64,28.07,11.39,2402.89,0.28,0,0.7316363770574636,-1.0491671954929935
Brazil,2020,8954.46,15693.32,24.58,63.97,49.89,39.79,4418.86,0.1,0,1.612757594108059,-1.3309612314429413
Japan,2006,666.08,25445.95,45.74,68.5,34.51,30.46,3378.57,0.27,2,-1.140187898500072,-0.19909913837213497
UK,2014,6009.94,19162.6,9.35,56.12,42.77,39.07,2646.77,0.15,0,0.9877756351405297,-0.4714831963812359
China,2021,5733.56,15720.06,62.85,33.12,28.0,30.05,1884.7,0.43,1,0.2253730587156796,0.46249250766076966
USA,2012,453.18,41626.34,51.01,20.95,44.55,17.27,3420.78,0.37,2,-1.1805893791002462,1.1050871616189815
UK,2012,5183.87,46774.21,60.03,26.61,28.32,37.79,2971.16,0.35,2,-0.5850598629409299,1.1134384462304323
Japan,2008,6134.25,43748.78,28.41,68.83,26.68,28.8,3090.22,0.4,1,-0.018724262650487947,1.530416471550347
UK,2023,1993.8,26360.35,28.68,58.73,35.46,27.28,2029.17,0.18,0,-0.6735696824200941,-0.24041919175475476
Japan,2014,2805.96,44266.13,73.12,41.91,51.6,22.87,3709.61,0.25,2,-1.4582512404708388,0.1063650682275666
Japan,2003,6439.44,46082.65,66.08,12.06,27.06,18.54,452.65,0.09,2,-0.8347282017904832,-0.11565418679059211
Australia,2012,4736.18,20757.3,54.28,28.63,24.68,25.9,3644.49,0.08,0,0.11020958205404974,-1.4344731855060877
Russia,2011,8594.34,14530.57,58.39,61.02,21.27,20.98,3667.27,0.2,0,0.8299737386526036,-1.1587827849811836
USA,2004,3489.58,5364.13,12.99,45.87,36.64,35.62,2603.92,0.42,0,1.04425697702678,0.5401748826514492
UK,2006,2739.93,24215.05,77.77,40.49,31.28,10.86,1353.25,0.32,2,-1.2845508058217507,-0.025620818512313702
Germany,2007,9850.17,47341.7,70.44,31.96,31.68,25.9,2620.42,0.24,2,0.059109660014690105,0.4024479873024054
USA,2004,9120.24,28264.92,55.19,52.49,59.28,35.1,659.28,0.49,1,0.42080227079422905,1.4684809418208762
Russia,2008,387.03,33544.32,83.08,77.65,27.76,10.83,1461.46,0.25,1,-2.667149137876226,-0.31934721178140174
USA,2013,7730.21,6087.75,19.33,73.08,38.34,18.47,2135.43,0.26,0,1.373705696473444,-0.47317998947394013
India,2011,1192.31,7604.22,63.37,12.13,59.45,11.55,3382.51,0.5,1,-0.06330358830716308,0.43545316146025703
Germany,2003,372.1,23491.43,86.85,43.67,21.22,27.85,976.72,0.11,2,-2.2484442132368447,-1.3564978236463938
Russia,2019,2809.59,47587.61,31.35,33.06,47.87,19.5,832.95,0.17,1,-1.0960519561289217,0.7244116387687919
Australia,2007,2766.52,18358.84,6.3,45.74,34.84,38.79,3058.59,0.25,1,0.5817459943287389,0.09228921682974096
UK,2016,8211.26,43935.46,67.46,52.43,56.24,28.49,3413.75,0.31,0,-0.20269901707031007,0.528534403926493
Canada,2007,7135.61,6454.29,5.59,24.0,56.48,26.85,464.1,0.12,1,1.6922670487984455,-0.6745966054035304
Russia,2020,9817.93,31042.35,79.17,64.71,35.49,37.52,214.16,0.2,0,-0.42586345610147525,-0.40661111812573825
China,2000,7143.98,30230.34,9.79,43.25,28.86,16.71,778.39,0.15,0,0.7476317287278855,0.2256296340943533
UK,2019,4240.73,43063.8,60.49,79.44,37.12,26.87,4510.08,0.43,2,-0.9822907530220928,1.0187590635017323
Russia,2001,7019.38,664.18,37.06,11.76,58.61,26.28,3379.56,0.43,2,2.002293155324588,0.15262789317169645
India,2003,9994.64,9901.62,22.28,23.28,31.26,12.46,4609.08,0.16,2,2.602515993140452,-1.0279896782785674
Canada,2023,7130.4,11374.54,81.35,58.27,59.25,37.96,3340.34,0.25,0,0.11338828686904658,-1.2582349790657648
India,2020,7640.65,47523.32,68.43,58.66,52.78,31.01,4827.92,0.34,0,-0.2817517318318482,0.624596275459576
Canada,2000,9389.81,8107.84,33.94,50.75,30.7,36.64,2222.59,0.07,0,1.512864397679276,-1.5960438408728372
China,2006,1225.15,2329.64,29.15,78.04,51.64,39.48,3015.54,0.45,1,0.00021285124728173351,0.18745434952883702
UK,2000,7077.36,26955.84,67.56,39.07,21.99,24.39,3025.87,0.28,2,0.10889656939446606,-0.19180623873521227
Australia,2008,8522.98,26663.64,76.11,39.19,41.92,34.11,65.54,0.15,0,-0.3038674597222693,-0.7004776836588608
India,2002,9548.35,42280.32,65.85,73.73,34.29,27.33,185.9,0.23,0,-0.6272829308208249,0.3376737143335109
India,2011,2188.6,47468.55,59.4,47.69,37.08,39.31,769.06,0.46,1,-1.796688851878832,1.9469559390451745
Japan,2018,5088.9,27158.0,24.37,34.76,38.91,17.42,2580.09,0.06,0,0.37849981718355197,-0.7957037061830998
Canada,2014,6837.49,46534.71,77.49,60.33,40.11,10.41,2181.11,0.11,0,-1.2413832935241182,-0.543671247511381
Brazil,2021,2549.93,36395.38,68.72,53.38,46.26,15.58,2721.76,0.14,2,-1.5534494085529846,-0.6914474378734393
UK,2015,6044.68,13595.68,48.97,31.45,47.87,13.84,4012.43,0.08,2,0.7686502576508233,-1.6850564700460866
Canada,2009,2650.03,46456.83,48.48,30.86,59.03,23.11,4120.09,0.15,0,-0.919497257164453,-0.05460587707217555
Japan,2021,3401.22,33538.44,53.38,37.69,50.51,12.32,4886.22,0.42,2,-0.2201184587651057,0.8185366861867772
USA,2005,4471.04,20997.75,75.4,15.01,47.51,16.61,2809.86,0.29,2,-0.23975879335451966,-0.3525278463938833
Canada,2016,5338.98,34171.98,68.09,75.98,35.7,12.89,1768.72,0.32,0,-1.1066408745136054,0.2981196241417099
Australia,2020,4548.72,20364.98,77.78,22.81,24.71,24.6,1574.74,0.12,2,-0.6617065212706669,-1.2652571172687406
UK,2021,4982.64,6152.1,48.12,23.57,22.35,18.0,1736.67,0.18,1,0.5560682074628431,-1.0794961967873637
Japan,2023,3056.03,36089.45,58.1,55.29,39.11,24.13,1652.96,0.46,1,-1.1677930536963186,1.3982773711110452
USA,2016,1673.75,41292.34,77.64,60.7,46.73,12.67,1994.95,0.14,2,-2.2915105912903067,-0.5721050591184451
Germany,2020,568.76,36575.91,24.75,61.58,46.01,25.51,420.66,0.46,1,-1.3187383983303664,1.982335745514979
Japan,2018,2040.19,11841.18,42.74,36.26,58.11,13.9,3185.49,0.35,1,0.03480861994824682,-0.05533388612614096
Germany,2017,5861.24,47853.43,57.76,71.13,35.3,12.98,2861.8,0.28,0,-0.9762694984378029,0.6176718744399925
UK,2010,7882.54,1750.1,82.79,48.08,45.11,19.3,2336.71,0.13,2,0.41114810761473874,-2.164499336977465
India,2023,1775.55,16967.92,6.35,40.7,55.51,36.23,451.47,0.35,1,0.09901704216458086,0.9440162280711708
Japan,2006,1174.7,13374.58,23.07,66.73,36.16,33.66,511.38,0.45,1,-0.49470345140643557,1.037928414143914
China,2009,7517.97,2882.25,24.93,27.05,39.11,38.77,2748.27,0.12,0,1.8138827232915546,-1.3595913196097973
Germany,2006,3121.07,20583.62,32.76,70.21,56.92,23.81,231.07,0.05,1,-0.8380606424161879,-1.0849184846297297
Australia,2004,9519.84,31344.18,28.95,47.72,42.01,19.37,3637.71,0.38,1,1.4339691368757035,0.9714545966599377
China,2011,7171.75,44186.37,55.16,73.0,51.98,39.13,4969.2,0.32,0,-0.15905548067437983,0.4856375748939009
Russia,2015,3334.88,49489.64,80.28,24.11,57.42,21.45,3007.16,0.28,1,-1.5395209112539199,0.5393235792034716
Russia,2024,2966.47,40500.43,59.14,75.52,42.84,10.27,3630.99,0.26,0,-1.3909487077121911,0.0829065315745193
USA,2020,5284.61,23699.69,25.53,58.15,24.37,34.6,2222.73,0.27,0,0.3350680198916442,0.2091116783563258
India,2017,883.53,36323.37,78.42,53.28,52.87,15.08,3353.69,0.22,2,-1.9810068559679994,-0.4498455666959084
UK,2002,1265.0,42259.38,58.72,39.54,52.71,31.54,3276.31,0.09,0,-1.606272219269962,-0.6354692119440958
Japan,2019,1840.99,23532.71,23.61,76.94,24.6,10.45,4129.25,0.4,1,-0.22134861238155326,0.6526418823587741
Brazil,2014,7769.76,39360.19,35.74,41.07,41.92,13.33,3571.13,0.26,1,0.6221555852159301,0.5241571105220291
Australia,2004,5187.19,24391.29,72.15,44.9,39.48,24.51,3757.8,0.42,2,-0.193797265257482,0.3311053962820944
Germany,2012,204.61,19631.55,67.81,64.7,53.89,12.04,2805.35,0.49,2,-1.4331800124682461,0.6249687809193086
UK,2018,6767.81,26541.5,54.01,29.94,30.99,36.66,2448.35,0.13,2,0.2381691767094165,-0.7774494577162455
China,2011,4294.53,33954.81,17.31,30.4,37.05,32.5,2320.65,0.41,1,0.3970378578348542,1.6097587318369573
Russia,2022,5157.44,36480.66,73.28,64.27,44.19,19.85,1990.45,0.49,1,-1.0403510517258394,1.3099853815721614
Australia,2020,2219.75,18158.45,31.14,19.0,40.69,27.93,1366.84,0.38,1,0.05109309867992403,0.8048822184646591
Brazil,2004,5562.64,28780.35,70.59,67.61,58.2,31.47,214.89,0.16,0,-1.2187344303216345,-0.6341496908066477
Japan,2005,9793.62,45538.61,60.04,53.76,58.43,32.66,3371.92,0.45,0,0.35019513330007557,1.498151348617004
USA,2006,827.1,48827.49,27.45,47.74,23.26,21.87,4509.76,0.41,1,-0.9043730308149293,1.6870131182680732
Brazil,2009,2910.78,11748.78,23.05,26.04,31.91,36.96,4655.89,0.25,1,0.9366935704690162,-0.4975795906566503
Australia,2015,2505.68,10045.14,16.13,65.05,20.3,38.25,2923.78,0.31,0,0.3693825282379595,-0.07629916895986884
Brazil,2007,2560.64,33995.94,25.57,66.35,36.71,15.87,515.98,0.37,1,-0.9006985557450131,1.334391589813103
Australia,2008,3849.19,21026.85,18.42,43.81,46.49,37.34,4399.39,0.11,0,0.632863829555925,-0.9231326062606857
Australia,2003,8199.29,1699.01,57.45,37.24,38.85,31.38,3751.34,0.47,2,1.616214609963061,9.368743782094226e-05
Canada,2020,9137.3,17669.66,55.9,27.23,22.69,36.64,1294.48,0.49,1,1.1126012023329774,1.0835151123044282
Germany,2020,2101.93,40433.86,54.82,62.8,27.84,22.74,4027.55,0.2,2,-1.3339409077939026,-0.2042319096313816
Russia,2007,5475.2,39972.63,59.56,54.76,26.93,29.84,2386.44,0.37,1,-0.6968546643480446,0.9330464886740656
Canada,2024,6405.3,24986.91,74.26,24.46,40.45,17.06,4443.59,0.24,2,0.23458926756989776,-0.7009283948516344
Japan,2006,5266.09,23892.61,82.65,65.61,47.11,32.53,1275.67,0.06,0,-1.2732785731013057,-1.6774760378890579
Canada,2014,4397.36,29185.62,24.58,71.75,32.65,27.45,4014.48,0.48,1,0.27435577337362743,1.3576722400957524
India,2020,2000.56,11360.14,54.96,14.15,25.22,24.43,3573.96,0.11,0,-0.08165030182791491,-1.5713058441987229
India,2002,4933.37,26539.16,11.66,64.07,51.94,30.78,121.48,0.08,0,-0.07937180839570518,-0.35542997575761626
Russia,2016,4072.03,1046.79,15.21,69.7,54.33,26.57,2838.51,0.43,0,1.041490636381579,0.27997840647200156
Brazil,2010,7976.08,24040.2,60.62,79.41,31.06,32.96,3591.89,0.07,0,0.0439337848754451,-1.641854621234869
Germany,2008,7659.68,17134.53,46.36,26.63,36.83,35.75,824.23,0.36,1,0.827574412257378,0.50102573099609
Russia,2004,1426.59,33906.05,69.46,35.97,23.28,34.02,2682.9,0.47,2,-1.3301417951426444,1.1667844751273946
Australia,2024,976.34,32098.5,41.18,77.63,29.11,19.23,1555.19,0.23,1,-1.5976739244795084,0.0703010227754843
China,2009,9090.72,19351.38,15.85,16.58,50.68,39.28,3496.45,0.08,0,2.0829800804829817,-0.8823397292012499
Germany,2014,5401.53,860.01,79.12,46.66,34.61,29.49,2723.69,0.15,2,0.03591647332065079,-2.0847190828153943
Germany,2013,8592.23,12987.54,12.05,45.47,44.19,19.7,3126.22,0.48,0,2.1445082693398407,1.1446480827728251
Australia,2003,675.7,31850.72,21.06,52.46,57.85,11.28,409.07,0.26,0,-1.1169158555098349,0.7460783764620523
Australia,2020,5312.5,4082.48,28.54,33.16,48.95,39.64,732.09,0.29,1,0.9190041524458806,-0.17859729802560892
USA,2019,5440.32,5828.3,89.6,74.81,38.14,27.97,2782.84,0.12,2,-0.6521267260828676,-2.332463725535461
Russia,2001,8620.95,32528.23,40.43,28.9,34.68,16.83,946.81,0.46,1,0.7780199584202359,1.7182023833184557
Australia,2011,1066.34,37910.49,47.65,55.48,27.62,24.73,2518.52,0.28,0,-1.450750841246016,0.46411796756423246
India,2000,2480.41,16416.71,70.42,44.71,50.25,21.93,3465.65,0.29,2,-0.6800136860299936,-0.6675940320903523
Japan,2023,4124.73,24738.82,59.1,28.67,24.5,38.54,4058.37,0.31,2,-0.02197839273055307,-0.08331738643746767
China,2019,8671.83,47312.71,76.52,23.22,22.46,24.78,757.88,0.4,2,-0.43107471771173,1.49227990018998
Russia,2004,9394.94,47304.41,46.35,76.96,24.19,24.54,3722.3,0.14,0,0.0723869771380155,-0.16475945309024934
UK,2005,9927.97,15721.39,87.64,49.29,29.72,33.84,1847.77,0.47,2,0.5102699484369493,0.31058341409541523
India,2023,9596.02,40594.4,72.73,52.29,45.08,21.73,3410.72,0.13,0,-0.021913265897779463,-0.694799629751065
Brazil,2010,158.82,29900.23,39.12,64.8,54.45,15.9,769.16,0.14,0,-1.7254065104809884,-0.356582572069751
Australia,2007,572.31,48786.48,37.41,15.69,59.7,33.05,2600.12,0.06,0,-1.3761209700492865,-0.09418612109869265
UK,2006,1561.31,24141.87,84.01,59.96,49.26,37.3,4195.93,0.06,2,-1.628783522962093,-2.0312585601128954
Australia,2003,3553.73,38847.99,63.18,21.56,25.84,11.37,576.84,0.24,1,-1.1999234234182587,0.44348597775252857
Germany,2005,8316.19,38522.79,57.82,61.83,31.11,35.8,4147.02,0.13,0,0.07442542853847557,-0.7044441266270979
India,2015,8937.3,25122.93,69.42,19.89,25.28,23.14,2291.2,0.15,2,0.555421366320708,-0.8568265886717669
Germany,2019,1949.66,39883.69,52.67,68.27,24.62,18.67,4125.19,0.49,1,-1.144666668100985,1.4311906629904318
USA,2014,6234.68,13421.5,18.53,57.67,42.71,11.18,4794.02,0.47,1,1.5770877041627935,0.7549286663594802
Germany,2013,9181.88,6551.53,32.13,37.01,56.27,16.17,840.28,0.2,1,1.572010515490202,-0.6629007580025978
USA,2022,4690.94,21545.61,52.43,35.12,47.37,19.99,3389.12,0.2,0,0.08746918958667427,-0.6876341654597532
USA,2011,1125.08,47209.72,6.54,20.43,52.03,12.12,1213.73,0.18,1,-0.7378025620827472,1.1027012696702774
UK,2011,4632.36,25286.86,42.17,73.28,40.32,15.66,720.99,0.45,0,-0.49924080693752515,1.1924423851904045
Australia,2015,3820.37,31945.33,69.24,18.3,39.01,32.11,3159.01,0.09,2,-0.7117934639878986,-1.058137389083722
Brazil,2014,5818.81,31396.04,18.96,43.05,57.5,30.61,584.52,0.31,1,0.29734470198284696,1.0814993191992353
Germany,2012,4442.72,7062.36,10.49,26.56,48.88,33.1,2352.6,0.13,0,1.2330579680789426,-0.9102388687175503
India,2010,271.72,19819.7,76.06,79.74,38.37,14.96,3197.97,0.39,2,-1.7736233133601758,-0.16161858768439918
USA,2016,9940.58,35493.48,57.47,51.01,33.3,11.29,2523.17,0.33,0,0.5482831527678516,0.5787044296239415
Australia,2020,5481.05,48613.51,20.01,20.47,23.73,24.06,3500.49,0.22,1,0.3382772428319582,0.9430361001665954
China,2014,4788.94,8816.88,73.54,56.73,52.84,20.28,4016.99,0.09,2,-0.1720336845181274,-2.2511470847935846
Russia,2013,9550.71,20816.87,60.94,79.41,26.77,33.3,4367.62,0.4,0,0.8591986659744383,0.03510179756890601
UK,2009,1643.02,5207.14,33.4,52.35,40.6,26.16,2821.37,0.08,0,-0.09014465277471602,-1.751116871066917
Brazil,2011,1973.45,12497.63,36.98,42.02,45.49,37.94,1419.32,0.17,1,-0.3570819347780227,-0.7940875108514969
Canada,2015,8099.35,19149.59,18.25,30.53,49.76,11.84,2572.83,0.16,0,1.5616170024875442,-0.4133605534231357
UK,2014,2682.23,27261.84,76.0,16.45,23.33,20.91,1969.06,0.31,1,-0.9918583619118799,0.0803378663932492
China,2009,8012.35,11913.06,48.27,25.98,20.43,22.16,1168.33,0.28,1,1.031405012911099,-0.21899981214706582
Russia,2003,2788.18,11764.35,52.35,48.75,48.24,13.78,2668.88,0.18,0,-0.33831215740522547,-1.1484503451186556
China,2022,428.56,39002.58,80.1,62.76,38.18,27.49,162.14,0.24,1,-2.8105625231633904,0.08911245482525611
Germany,2008,5218.45,48150.76,6.35,71.46,27.25,11.21,3047.55,0.25,0,-0.03805273072466784,1.127628701167773
USA,2020,2047.2,16518.84,10.69,65.56,59.28,31.38,4116.94,0.31,0,0.3717383568218916,0.09481431125206151
Brazil,2019,7602.68,34555.6,18.73,18.78,51.65,11.12,4997.21,0.45,2,1.7039620823913824,1.5794176432514173
Japan,2008,6447.88,13274.98,7.55,64.14,43.14,36.2,4612.31,0.11,0,1.5048284207373415,-1.16854506887211
USA,2020,9243.67,46433.64,60.94,50.71,48.08,11.95,494.59,0.3,1,-0.36221127121129243,1.0186498627356426
Japan,2024,7851.58,33808.67,58.88,42.84,26.2,23.69,854.03,0.06,0,-0.28560601391035667,-0.8245792419181959
Russia,2023,1889.68,40232.5,22.92,50.09,58.49,14.66,736.29,0.36,1,-0.9775551248124793,1.5868638612454287
Australia,2019,8021.57,2943.03,17.7,10.57,59.85,13.99,2813.84,0.34,2,2.4329693246296062,0.06304349373601102
Canada,2010,6453.2,30126.05,17.38,14.74,45.94,31.64,277.38,0.36,1,0.816568217176468,1.4968299873319975
India,2010,6722.62,26616.81,86.03,46.81,46.73,33.23,4688.11,0.26,2,-0.18572664949565623,-0.8038508427011869
USA,2006,8339.4,15003.35,63.95,22.15,48.18,32.18,356.09,0.13,2,0.48506986090268667,-1.0587366156570335
Brazil,2020,5780.86,13490.28,54.76,48.19,46.63,22.12,1986.69,0.25,0,0.1951431511424273,-0.61781824750638
China,2009,4713.43,29211.23,32.41,34.79,37.54,39.72,4475.15,0.06,0,0.36616500089537546,-1.0576589957760303
Brazil,2003,6402.75,35471.04,41.81,73.52,41.63,20.2,4744.47,0.22,0,0.09526393215862658,-0.21509521866658463
Russia,2004,3049.78,2142.05,12.6,76.48,31.31,17.36,2353.19,0.43,0,0.6738540005000067,0.38382302192323653
Japan,2004,1907.71,28586.38,89.84,78.58,37.87,39.9,2467.74,0.2,2,-2.1933923345634003,-1.005146607646068
China,2010,6204.22,8937.75,69.18,72.93,37.44,39.32,3199.08,0.32,2,0.09511166068143308,-0.8311195052755073
India,2008,2415.1,7447.96,57.82,79.01,31.53,27.76,2067.81,0.17,2,-0.8518471348968603,-1.496303175462605
India,2015,891.16,31344.41,54.96,59.43,51.47,16.27,1657.07,0.11,0,-1.7536813498988801,-0.7709914596982659
USA,2008,105.49,15888.07,47.87,77.24,36.39,17.15,3710.16,0.28,2,-1.0635000461739612,-0.6113838508744658
Russia,2021,6122.36,22323.57,26.88,54.93,42.07,25.63,2997.02,0.07,0,0.5595206304180813,-1.0847394147595757
Australia,2003,3685.27,18319.94,24.24,66.64,26.24,33.28,2434.27,0.46,1,0.23079901500237296,1.0446926368492568
Russia,2001,7547.88,32592.65,51.71,19.23,39.0,12.32,548.9,0.4,1,0.2893748563600818,1.307339129961785
Japan,2013,3814.25,23770.93,10.97,57.78,50.46,30.63,390.87,0.5,0,0.17415894250385666,1.9445960579971455
Brazil,2002,4911.43,48191.2,11.33,75.18,37.78,13.09,2578.54,0.5,1,-0.15444302402280768,2.534658975618481
India,2017,4130.14,17942.95,52.67,47.8,42.31,35.32,3116.19,0.38,0,0.004706356794838089,0.1828821453169022
Brazil,2020,6540.69,37144.07,83.18,23.08,48.07,25.96,3304.68,0.4,2,-0.34405386642657537,0.7002609897772759
Brazil,2005,3625.78,13235.98,82.71,46.88,35.56,39.69,4479.71,0.29,2,-0.44047966413550127,-1.0818990270968938
Brazil,2010,9641.3,25683.28,5.92,59.49,34.13,32.59,4090.31,0.15,0,1.8988315491151917,-0.3516392242347145
India,2020,9367.86,27852.2,14.13,63.89,23.43,24.92,746.77,0.41,0,1.191496637980781,1.494739272100793
UK,2017,8495.48,16790.91,54.56,46.66,43.29,14.24,3982.43,0.17,2,1.009798338425164,-1.1727676385432684
Germany,2011,9210.97,23853.14,77.12,25.22,48.28,26.27,3397.7,0.34,2,0.7492359838911458,-0.07511026916306353
Japan,2004,4546.48,14324.29,86.13,74.87,43.25,13.43,4148.74,0.38,2,-0.6340559128000968,-0.6420872162380868
UK,2008,5410.66,797.04,78.15,64.15,31.34,37.15,4224.61,0.3,2,0.2162370739961321,-1.4674479556869569
Japan,2019,7446.72,11174.59,62.6,28.95,30.49,16.9,1760.39,0.35,2,0.7319954601360564,-0.12614538575460785
China,2017,6991.84,35153.18,22.04,66.83,26.38,35.96,1353.18,0.18,0,0.15662967382590373,0.25159108831632593
Russia,2018,8917.72,38662.67,11.17,34.35,21.88,19.12,2785.54,0.39,1,1.4697753563813725,1.702888615627284
Russia,2002,7191.68,14370.04,9.04,31.87,37.08,16.66,1528.11,0.47,1,1.7287767681178614,1.4240413534465295
Canada,2008,9979.06,20698.13,57.03,70.42,26.42,19.13,1780.94,0.27,0,0.6326430000247942,-0.31000534232475724
Russia,2003,3550.21,2349.6,8.08,71.13,47.63,31.23,392.34,0.1,1,0.3849597218133255,-1.1771295946403806
India,2016,8346.68,12234.61,67.84,37.89,58.47,25.76,4957.25,0.33,2,1.2007882230148308,-0.6913379226354334
Australia,2016,7006.58,39071.35,65.56,10.62,22.94,13.22,1581.02,0.2,2,-0.2043007874533126,0.1274367537131869
USA,2022,6944.73,30496.32,11.77,23.06,55.72,14.11,3911.36,0.24,0,1.4482375829603218,0.42751954320681335
Canada,2022,3325.77,10685.64,82.06,73.65,46.31,21.36,4966.13,0.12,2,-0.7598352104131533,-2.3136982180449746
USA,2001,7877.46,13243.38,49.36,72.91,54.41,20.16,4847.17,0.33,0,1.0465576898525066,-0.5344223927620998
Japan,2008,9013.72,40931.7,81.88,41.73,26.2,35.55,3187.72,0.4,2,-0.08615813004305382,0.8091807502026982
USA,2008,2263.63,10849.67,81.64,31.29,56.26,27.17,2716.37,0.39,1,-0.7010547071282401,-0.31310754201566016
USA,2004,6292.42,17040.81,21.75,31.19,58.31,15.6,1580.92,0.5,1,1.2087783324646897,1.5178162892137137
Canada,2014,3982.13,33385.76,37.35,72.8,56.27,10.85,4314.46,0.15,0,-0.4177858775667659,-0.5895225346798055
China,2014,9896.53,28275.06,16.44,32.73,51.42,13.07,1723.08,0.46,1,1.7924961714125502,1.7775467977874637
Brazil,2002,4840.44,23313.08,70.87,45.81,23.61,31.01,578.28,0.38,1,-0.7680601132422881,0.45784312887809114
Russia,2018,2360.37,45037.18,47.85,61.17,28.83,35.41,1505.79,0.37,1,-1.5338572727186348,1.3519003704147874
Russia,2002,3880.39,11375.67,83.95,24.66,56.53,33.48,1609.73,0.36,1,-0.5196506286293653,-0.3289859555603938
India,2005,6573.0,37200.28,22.7,27.77,29.18,33.7,3606.5,0.29,0,0.862739698986683,0.8363482679243679
Canada,2003,853.28,8373.66,63.51,35.06,33.91,17.83,889.23,0.22,2,-1.0269755900805684,-0.93549036162519
India,2023,6075.66,30978.82,89.09,55.8,22.02,39.67,1618.47,0.47,1,-0.9784899125113741,0.8556044861048994
